#Parameters = {a=20; d=2000; fl=88.5; fw=58; gh=15; inl=50; inw=3.625; mt=15; pl=223; pw=306; sh=90; sl=400; sw=460; uf=0.8}
#"Frequency / THz"	"VSWR1 (inl=50) [Magnitude]"
#----------------------------------------------
0.10000000000000	77.696124090213
0.10009000000000	77.323424357049
0.10108000000000	73.424540673706
0.10207000000000	69.865105339729
0.10306000000000	66.608278327280
0.10405000000000	63.622109607352
0.10504000000000	60.878774407304
0.10603000000000	58.353945613683
0.10702000000000	56.026275681658
0.10801000000000	53.876966571591
0.10900000000000	51.889410894335
0.10999000000000	50.048891003067
0.11098000000000	48.342325504268
0.11197000000000	46.758054778478
0.11296000000000	45.285658753876
0.11395000000000	43.915801472513
0.11494000000000	42.640098013840
0.11593000000000	41.451000154109
0.11692000000000	40.341697790873
0.11791000000000	39.306033684154
0.11890000000000	38.338429487845
0.11989000000000	37.433821386962
0.12088000000000	36.587603935303
0.12187000000000	35.795580916261
0.12286000000000	35.053922237191
0.12385000000000	34.359126022495
0.12484000000000	33.707985198881
0.12583000000000	33.097557972866
0.12682000000000	32.525141689584
0.12781000000000	31.988249636462
0.12880000000000	31.484590417878
0.12979000000000	31.012049579699
0.13078000000000	30.568673207111
0.13177000000000	30.152653256969
0.13276000000000	29.762314417984
0.13375000000000	29.396102319471
0.13474000000000	29.052572932731
0.13573000000000	28.730383029225
0.13672000000000	28.428281576888
0.13771000000000	28.145101970753
0.13870000000000	27.879755006851
0.13969000000000	27.631222519418
0.14068000000000	27.398551610996
0.14167000000000	27.180849413388
0.14266000000000	26.977278324598
0.14365000000000	26.787051673307
0.14464000000000	26.609429767833
0.14563000000000	26.443716291460
0.14662000000000	26.289255010181
0.14761000000000	26.145426762663
0.14860000000000	26.011646705488
0.14959000000000	25.887361789611
0.15058000000000	25.772048446547
0.15157000000000	25.665210465003
0.15256000000000	25.566377040700
0.15355000000000	25.475100983876
0.15454000000000	25.390957070535
0.15553000000000	25.313540524900
0.15652000000000	25.242465621765
0.15751000000000	25.177364398545
0.15850000000000	25.117885467818
0.15949000000000	25.063692922023
0.16048000000000	25.014465322777
0.16147000000000	24.969894767963
0.16246000000000	24.929686030395
0.16345000000000	24.893555762417
0.16444000000000	24.861231761310
0.16543000000000	24.832452290826
0.16642000000000	24.806965454609
0.16741000000000	24.784528617598
0.16840000000000	24.764907871866
0.16939000000000	24.747877543636
0.17038000000000	24.733219738505
0.17137000000000	24.720723922117
0.17236000000000	24.710186533799
0.17335000000000	24.701410630815
0.17434000000000	24.694205561129
0.17533000000000	24.688386662690
0.17632000000000	24.683774987420
0.17731000000000	24.680197048221
0.17830000000000	24.677484587431
0.17929000000000	24.675474365263
0.18028000000000	24.674007966880
0.18127000000000	24.672931626834
0.18226000000000	24.672096069680
0.18325000000000	24.671356365650
0.18424000000000	24.670571800355
0.18523000000000	24.669605757514
0.18622000000000	24.668325613796
0.18721000000000	24.666602644893
0.18820000000000	24.664311941990
0.18919000000000	24.661332337848
0.19018000000000	24.657546341750
0.19117000000000	24.652840082593
0.19216000000000	24.647103259452
0.19315000000000	24.640229098951
0.19414000000000	24.632114318833
0.19513000000000	24.622659097134
0.19612000000000	24.611767046365
0.19711000000000	24.599345192189
0.19810000000000	24.585303956038
0.19900000000000	24.571061350388
0.19909000000000	24.569561669311
0.20008000000000	24.552078550922
0.20107000000000	24.532731689040
