#Parameters = {a=20; d=2000; fl=88.5; fw=58; gh=15; inl=50; inw=3.625; mt=15; pl=223; pw=306; sh=90; sl=400; sw=460; uf=0.8}
#"Frequency / THz"	"Directivity,3D,Max. Value (Solid Angle) (inl=50) [Real Part]"
#--------------------------------------------------------------------------------
0.10000000000000	2.4046419260126
0.19900000000000	9.1851905003171
0.29800000000000	9.3327182784532
0.39700000000000	9.9258291632402
0.49600000000000	9.2622548457765
0.59500000000000	8.2272991593955
0.69400000000000	9.3219054525450
0.79300000000000	9.7206132327836
0.89200000000000	10.632891954364
0.99100000000000	11.037427745658
